Algorithm,Benchmark,Benchmark_Base,Iterations,Vars,Locs,Edges,Atomic_Stmts,XCVA_Path,Log_Path
BMC_BTOR,production_cell.3.prop1-back-serstep.btor2,production_cell.3,8,1039,3,3,1276,fight_xcfa\btor2-xcfa\production_cell.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,production_cell.3.prop1-func-interl.btor2,production_cell.3,8,1039,3,3,1276,fight_xcfa\btor2-xcfa\production_cell.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,production_cell.5.prop1-back-serstep.btor2,production_cell.5,8,1249,3,3,1526,fight_xcfa\btor2-xcfa\production_cell.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,production_cell.5.prop1-func-interl.btor2,production_cell.5,8,1249,3,3,1526,fight_xcfa\btor2-xcfa\production_cell.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,production_cell.6.prop1-back-serstep.btor2,production_cell.6,8,1459,3,3,1776,fight_xcfa\btor2-xcfa\production_cell.6.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,production_cell.6.prop1-func-interl.btor2,production_cell.6,8,1459,3,3,1776,fight_xcfa\btor2-xcfa\production_cell.6.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,protocols.1.prop1-back-serstep.btor2,protocols.1,8,324,3,3,420,fight_xcfa\btor2-xcfa\protocols.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,protocols.1.prop1-func-interl.btor2,protocols.1,8,324,3,3,420,fight_xcfa\btor2-xcfa\protocols.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,protocols.2.prop1-back-serstep.btor2,protocols.2,8,367,3,3,474,fight_xcfa\btor2-xcfa\protocols.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,protocols.2.prop1-func-interl.btor2,protocols.2,8,367,3,3,474,fight_xcfa\btor2-xcfa\protocols.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,protocols.3.prop1-back-serstep.btor2,protocols.3,8,459,3,3,581,fight_xcfa\btor2-xcfa\protocols.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,protocols.3.prop1-func-interl.btor2,protocols.3,8,459,3,3,581,fight_xcfa\btor2-xcfa\protocols.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,protocols.4.prop1-back-serstep.btor2,protocols.4,8,459,3,3,581,fight_xcfa\btor2-xcfa\protocols.4.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,protocols.4.prop1-func-interl.btor2,protocols.4,8,459,3,3,581,fight_xcfa\btor2-xcfa\protocols.4.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,protocols.5.prop1-back-serstep.btor2,protocols.5,8,459,3,3,581,fight_xcfa\btor2-xcfa\protocols.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,protocols.5.prop1-func-interl.btor2,protocols.5,8,459,3,3,581,fight_xcfa\btor2-xcfa\protocols.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,resistance.2.prop1-back-serstep.btor2,resistance.2,8,589,3,3,714,fight_xcfa\btor2-xcfa\resistance.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,resistance.2.prop1-func-interl.btor2,resistance.2,8,589,3,3,714,fight_xcfa\btor2-xcfa\resistance.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,schedule_world.1.prop1-back-serstep.btor2,schedule_world.1,8,520,3,3,640,fight_xcfa\btor2-xcfa\schedule_world.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,schedule_world.1.prop1-func-interl.btor2,schedule_world.1,8,520,3,3,640,fight_xcfa\btor2-xcfa\schedule_world.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,schedule_world.2.prop1-back-serstep.btor2,schedule_world.2,8,727,3,3,883,fight_xcfa\btor2-xcfa\schedule_world.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,schedule_world.2.prop1-func-interl.btor2,schedule_world.2,8,727,3,3,883,fight_xcfa\btor2-xcfa\schedule_world.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,schedule_world.3.prop1-back-serstep.btor2,schedule_world.3,8,934,3,3,1126,fight_xcfa\btor2-xcfa\schedule_world.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,schedule_world.3.prop1-func-interl.btor2,schedule_world.3,8,934,3,3,1126,fight_xcfa\btor2-xcfa\schedule_world.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,count2.btor2,count2,8,3,3,3,8,fight_xcfa\btor2-xcfa\count2.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,count4.btor2,count4,8,3,3,3,8,fight_xcfa\btor2-xcfa\count4.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,factorial4even.btor2,factorial4even,8,8,4,5,17,fight_xcfa\btor2-xcfa\factorial4even.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,recount4.btor2,recount4,8,7,3,3,16,fight_xcfa\btor2-xcfa\recount4.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,twocount2.btor2,twocount2,8,10,3,3,22,fight_xcfa\btor2-xcfa\twocount2.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,twocount32.btor2,twocount32,8,10,3,3,22,fight_xcfa\btor2-xcfa\twocount32.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_BTOR,stack-p1.btor2,stack-p1,8,802,3,3,835,fight_xcfa\btor2-xcfa\stack-p1.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-bounded.adding.1.prop1-back-serstep.yml.log
BMC_C,driving_phils.2.prop1-func-interl.c,driving_phils.2,14,2551,5,4,6027,fight_xcfa\c-xcfa\driving_phils.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-bounded.adding.1.prop1-back-serstep.yml.log
BMC_C,count2.c,count2,14,11,5,4,30,fight_xcfa\c-xcfa\count2.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-bounded.adding.1.prop1-back-serstep.yml.log
BMC_C,count4.c,count4,14,11,5,4,30,fight_xcfa\c-xcfa\count4.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-bounded.adding.1.prop1-back-serstep.yml.log
BMC_C,factorial4even.c,factorial4even,14,25,5,5,70,fight_xcfa\c-xcfa\factorial4even.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-bounded.adding.1.prop1-back-serstep.yml.log
BMC_C,recount4.c,recount4,14,20,5,4,60,fight_xcfa\c-xcfa\recount4.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-bounded.adding.1.prop1-back-serstep.yml.log
BMC_C,twocount2.c,twocount2,14,30,5,4,82,fight_xcfa\c-xcfa\twocount2.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-bounded.adding.1.prop1-back-serstep.yml.log
BMC_C,twocount32.c,twocount32,14,28,5,4,74,fight_xcfa\c-xcfa\twocount32.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-bounded.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,anderson.1.prop1-back-serstep.btor2,anderson.1,4,287,3,3,353,fight_xcfa\btor2-xcfa\anderson.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,driving_phils.1.prop1-back-serstep.btor2,driving_phils.1,4,934,3,3,1091,fight_xcfa\btor2-xcfa\driving_phils.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,driving_phils.1.prop1-func-interl.btor2,driving_phils.1,4,934,3,3,1091,fight_xcfa\btor2-xcfa\driving_phils.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,driving_phils.2.prop1-back-serstep.btor2,driving_phils.2,4,974,3,3,1162,fight_xcfa\btor2-xcfa\driving_phils.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,driving_phils.2.prop1-func-interl.btor2,driving_phils.2,4,974,3,3,1162,fight_xcfa\btor2-xcfa\driving_phils.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,driving_phils.3.prop1-back-serstep.btor2,driving_phils.3,4,1270,3,3,1472,fight_xcfa\btor2-xcfa\driving_phils.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,driving_phils.3.prop1-func-interl.btor2,driving_phils.3,4,1270,3,3,1472,fight_xcfa\btor2-xcfa\driving_phils.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,driving_phils.4.prop1-back-serstep.btor2,driving_phils.4,4,1410,3,3,1645,fight_xcfa\btor2-xcfa\driving_phils.4.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,driving_phils.4.prop1-func-interl.btor2,driving_phils.4,4,1410,3,3,1645,fight_xcfa\btor2-xcfa\driving_phils.4.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,driving_phils.5.prop1-back-serstep.btor2,driving_phils.5,4,1214,3,3,1439,fight_xcfa\btor2-xcfa\driving_phils.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,driving_phils.5.prop1-func-interl.btor2,driving_phils.5,4,1214,3,3,1439,fight_xcfa\btor2-xcfa\driving_phils.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,lup.1.prop1-func-interl.btor2,lup.1,4,912,3,3,1043,fight_xcfa\btor2-xcfa\lup.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,lup.2.prop1-func-interl.btor2,lup.2,4,1894,3,3,2145,fight_xcfa\btor2-xcfa\lup.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,lup.3.prop1-func-interl.btor2,lup.3,4,2147,3,3,2428,fight_xcfa\btor2-xcfa\lup.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,lup.4.prop1-func-interl.btor2,lup.4,4,2403,3,3,2714,fight_xcfa\btor2-xcfa\lup.4.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,peterson.3.prop1-back-serstep.btor2,peterson.3,4,481,3,3,599,fight_xcfa\btor2-xcfa\peterson.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,production_cell.1.prop1-back-serstep.btor2,production_cell.1,4,724,3,3,901,fight_xcfa\btor2-xcfa\production_cell.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,production_cell.1.prop1-func-interl.btor2,production_cell.1,4,724,3,3,901,fight_xcfa\btor2-xcfa\production_cell.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,production_cell.3.prop1-back-serstep.btor2,production_cell.3,4,1039,3,3,1276,fight_xcfa\btor2-xcfa\production_cell.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,production_cell.3.prop1-func-interl.btor2,production_cell.3,4,1039,3,3,1276,fight_xcfa\btor2-xcfa\production_cell.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,production_cell.5.prop1-back-serstep.btor2,production_cell.5,4,1249,3,3,1526,fight_xcfa\btor2-xcfa\production_cell.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,production_cell.5.prop1-func-interl.btor2,production_cell.5,4,1249,3,3,1526,fight_xcfa\btor2-xcfa\production_cell.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,production_cell.6.prop1-back-serstep.btor2,production_cell.6,4,1459,3,3,1776,fight_xcfa\btor2-xcfa\production_cell.6.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,production_cell.6.prop1-func-interl.btor2,production_cell.6,4,1459,3,3,1776,fight_xcfa\btor2-xcfa\production_cell.6.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,protocols.1.prop1-back-serstep.btor2,protocols.1,4,324,3,3,420,fight_xcfa\btor2-xcfa\protocols.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,protocols.1.prop1-func-interl.btor2,protocols.1,4,324,3,3,420,fight_xcfa\btor2-xcfa\protocols.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,protocols.2.prop1-back-serstep.btor2,protocols.2,4,367,3,3,474,fight_xcfa\btor2-xcfa\protocols.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,protocols.2.prop1-func-interl.btor2,protocols.2,4,367,3,3,474,fight_xcfa\btor2-xcfa\protocols.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,protocols.5.prop1-back-serstep.btor2,protocols.5,4,459,3,3,581,fight_xcfa\btor2-xcfa\protocols.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.1.prop1-back-serstep.btor2,resistance.1,4,476,3,3,582,fight_xcfa\btor2-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.1.prop1-func-interl.btor2,resistance.1,4,476,3,3,582,fight_xcfa\btor2-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.1.prop2-back-serstep.btor2,resistance.1,4,476,3,3,582,fight_xcfa\btor2-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.1.prop2-func-interl.btor2,resistance.1,4,476,3,3,582,fight_xcfa\btor2-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.1.prop3-func-interl.btor2,resistance.1,4,476,3,3,582,fight_xcfa\btor2-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.2.prop1-back-serstep.btor2,resistance.2,4,589,3,3,714,fight_xcfa\btor2-xcfa\resistance.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.2.prop1-func-interl.btor2,resistance.2,4,589,3,3,714,fight_xcfa\btor2-xcfa\resistance.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.2.prop2-func-interl.btor2,resistance.2,4,589,3,3,714,fight_xcfa\btor2-xcfa\resistance.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.2.prop3-func-interl.btor2,resistance.2,4,589,3,3,714,fight_xcfa\btor2-xcfa\resistance.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,schedule_world.1.prop1-func-interl.btor2,schedule_world.1,4,520,3,3,640,fight_xcfa\btor2-xcfa\schedule_world.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,schedule_world.2.prop1-back-serstep.btor2,schedule_world.2,4,727,3,3,883,fight_xcfa\btor2-xcfa\schedule_world.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,schedule_world.2.prop1-func-interl.btor2,schedule_world.2,4,727,3,3,883,fight_xcfa\btor2-xcfa\schedule_world.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,schedule_world.3.prop1-back-serstep.btor2,schedule_world.3,4,934,3,3,1126,fight_xcfa\btor2-xcfa\schedule_world.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,schedule_world.3.prop1-func-interl.btor2,schedule_world.3,4,934,3,3,1126,fight_xcfa\btor2-xcfa\schedule_world.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,count2.btor2,count2,4,3,3,3,8,fight_xcfa\btor2-xcfa\count2.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,count4.btor2,count4,4,3,3,3,8,fight_xcfa\btor2-xcfa\count4.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,twocount2.btor2,twocount2,4,10,3,3,22,fight_xcfa\btor2-xcfa\twocount2.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,twocount32.btor2,twocount32,4,10,3,3,22,fight_xcfa\btor2-xcfa\twocount32.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,Huffman_dec.btor2,Huffman_dec,4,193,3,3,285,fight_xcfa\btor2-xcfa\Huffman_dec.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,Huffman_enc.btor2,Huffman_enc,4,103,3,3,115,fight_xcfa\btor2-xcfa\Huffman_enc.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,stack-p1.btor2,stack-p1,4,802,3,3,835,fight_xcfa\btor2-xcfa\stack-p1.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,stack-p2.btor2,stack-p2,4,735,3,3,768,fight_xcfa\btor2-xcfa\stack-p2.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,lup.1.prop1-func-interl.c,lup.1,9,2442,5,4,5702,fight_xcfa\c-xcfa\lup.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,production_cell.1.prop1-func-interl.c,production_cell.1,9,1993,5,4,4785,fight_xcfa\c-xcfa\production_cell.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,resistance.1.prop1-func-interl.c,resistance.1,9,1285,5,4,3149,fight_xcfa\c-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,resistance.1.prop2-func-interl.c,resistance.1,9,1285,5,4,3149,fight_xcfa\c-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
