Algorithm,Benchmark,CPU_Time_Seconds,Memory_MB,Iterations,Vars,Locs,Edges,Atomic_Stmts,Algo_Type,Algo_Category
KIND_BTOR,production_cell.3.prop1-func-interl.btor2,12.424569264,554.453125,8,1039,3,3,1276,BTOR,KIND
KIND_BTOR,production_cell.5.prop1-back-serstep.btor2,28.552588505,1040.015625,8,1249,3,3,1526,BTOR,KIND
KIND_BTOR,production_cell.5.prop1-func-interl.btor2,25.075905635,632.46484375,8,1249,3,3,1526,BTOR,KIND
KIND_BTOR,production_cell.6.prop1-back-serstep.btor2,93.051373716,1438.62890625,8,1459,3,3,1776,BTOR,KIND
KIND_BTOR,production_cell.6.prop1-func-interl.btor2,26.787862782,995.7421875,8,1459,3,3,1776,BTOR,KIND
KIND_BTOR,protocols.1.prop1-back-serstep.btor2,55.678265698,428.2734375,8,324,3,3,420,BTOR,KIND
KIND_BTOR,protocols.1.prop1-func-interl.btor2,119.506399063,415.8046875,8,324,3,3,420,BTOR,KIND
KIND_BTOR,protocols.2.prop1-back-serstep.btor2,343.568853759,424.921875,8,367,3,3,474,BTOR,KIND
KIND_BTOR,protocols.2.prop1-func-interl.btor2,460.570250765,461.7265625,8,367,3,3,474,BTOR,KIND
KIND_BTOR,protocols.3.prop1-back-serstep.btor2,672.27139408,874.3828125,8,459,3,3,581,BTOR,KIND
KIND_BTOR,protocols.3.prop1-func-interl.btor2,798.609666863,873.1953125,8,459,3,3,581,BTOR,KIND
KIND_BTOR,protocols.4.prop1-back-serstep.btor2,844.612807357,876.5078125,8,459,3,3,581,BTOR,KIND
KIND_BTOR,protocols.4.prop1-func-interl.btor2,876.329029327,839.0859375,8,459,3,3,581,BTOR,KIND
KIND_BTOR,protocols.5.prop1-back-serstep.btor2,544.297262891,842.91015625,8,459,3,3,581,BTOR,KIND
KIND_BTOR,protocols.5.prop1-func-interl.btor2,343.922279752,854.8984375,8,459,3,3,581,BTOR,KIND
KIND_BTOR,resistance.2.prop1-back-serstep.btor2,502.822952057,841.5,8,589,3,3,714,BTOR,KIND
KIND_BTOR,resistance.2.prop1-func-interl.btor2,81.322074219,576.9375,8,589,3,3,714,BTOR,KIND
KIND_BTOR,schedule_world.1.prop1-back-serstep.btor2,97.493577082,681.23046875,8,520,3,3,640,BTOR,KIND
KIND_BTOR,schedule_world.1.prop1-func-interl.btor2,390.401570714,677.51953125,8,520,3,3,640,BTOR,KIND
KIND_BTOR,schedule_world.2.prop1-back-serstep.btor2,124.929278015,940.4453125,8,727,3,3,883,BTOR,KIND
KIND_BTOR,schedule_world.2.prop1-func-interl.btor2,24.842388909,673.828125,8,727,3,3,883,BTOR,KIND
KIND_BTOR,schedule_world.3.prop1-back-serstep.btor2,116.423927628,1273.3046875,8,934,3,3,1126,BTOR,KIND
KIND_BTOR,schedule_world.3.prop1-func-interl.btor2,25.054488005,753.296875,8,934,3,3,1126,BTOR,KIND
KIND_BTOR,count2.btor2,4.626868505,140.2265625,8,3,3,3,8,BTOR,KIND
KIND_BTOR,count4.btor2,5.503736669,142.9296875,8,3,3,3,8,BTOR,KIND
KIND_BTOR,factorial4even.btor2,12.368947262,206.89453125,8,8,4,5,17,BTOR,KIND
KIND_BTOR,recount4.btor2,23.712100987,175.23046875,8,7,3,3,16,BTOR,KIND
KIND_BTOR,twocount2.btor2,8.247549326,151.05859375,8,10,3,3,22,BTOR,KIND
KIND_BTOR,twocount32.btor2,5.212500513,184.7265625,8,10,3,3,22,BTOR,KIND
KIND_BTOR,stack-p1.btor2,147.152551463,1650.87109375,8,802,3,3,835,BTOR,KIND
KIND_C,driving_phils.2.prop1-func-interl.c,792.417413615,6299.95703125,13,2551,5,4,6027,C,KIND
KIND_C,production_cell.1.prop1-func-interl.c,721.797791546,5853.0625,13,1993,5,4,4785,C,KIND
KIND_C,count2.c,7.083774951,223.2421875,13,11,5,4,30,C,KIND
KIND_C,count4.c,11.389801747,241.2421875,13,11,5,4,30,C,KIND
KIND_C,factorial4even.c,28.061268488,390.8359375,13,25,5,5,70,C,KIND
KIND_C,recount4.c,185.131280116,477.19921875,13,20,5,4,60,C,KIND
KIND_C,twocount2.c,19.344716842,313.46875,13,30,5,4,82,C,KIND
KIND_C,twocount32.c,23.556829177,376.54296875,13,28,5,4,74,C,KIND
CEGAR_PRED_BTOR,anderson.1.prop1-back-serstep.btor2,22.185776647,388.82421875,6,287,3,3,353,BTOR,CEGAR
CEGAR_PRED_BTOR,anderson.3.prop1-back-serstep.btor2,82.704183111,1859.59765625,6,450,3,3,545,BTOR,CEGAR
CEGAR_PRED_BTOR,anderson.5.prop1-back-serstep.btor2,450.844758109,6630.25,6,824,3,3,977,BTOR,CEGAR
CEGAR_PRED_BTOR,anderson.7.prop1-back-serstep.btor2,750.928448566,5153.34765625,6,1035,3,3,1217,BTOR,CEGAR
CEGAR_PRED_BTOR,bakery.2.prop1-back-serstep.btor2,59.822424932,1420.77734375,6,367,3,3,449,BTOR,CEGAR
CEGAR_PRED_BTOR,cyclic_scheduler.2.prop1-back-serstep.btor2,103.253258838,1129.99609375,6,703,3,3,882,BTOR,CEGAR
CEGAR_PRED_BTOR,cyclic_scheduler.2.prop1-func-interl.btor2,209.577516149,1196.859375,6,703,3,3,882,BTOR,CEGAR
CEGAR_PRED_BTOR,cyclic_scheduler.4.prop1-back-serstep.btor2,777.446918516,3113.13671875,6,1263,3,3,1582,BTOR,CEGAR
CEGAR_PRED_BTOR,driving_phils.1.prop1-back-serstep.btor2,31.485670185,586.80078125,6,934,3,3,1091,BTOR,CEGAR
CEGAR_PRED_BTOR,driving_phils.1.prop1-func-interl.btor2,14.052013567,247.03515625,6,934,3,3,1091,BTOR,CEGAR
CEGAR_PRED_BTOR,driving_phils.2.prop1-back-serstep.btor2,32.795056696,546.0,6,974,3,3,1162,BTOR,CEGAR
CEGAR_PRED_BTOR,driving_phils.2.prop1-func-interl.btor2,13.104801764,279.95703125,6,974,3,3,1162,BTOR,CEGAR
CEGAR_PRED_BTOR,driving_phils.3.prop1-back-serstep.btor2,53.062414435,731.03125,6,1270,3,3,1472,BTOR,CEGAR
CEGAR_PRED_BTOR,driving_phils.3.prop1-func-interl.btor2,15.818726766,326.7265625,6,1270,3,3,1472,BTOR,CEGAR
CEGAR_PRED_BTOR,driving_phils.4.prop1-back-serstep.btor2,50.002238137,793.4609375,6,1410,3,3,1645,BTOR,CEGAR
CEGAR_PRED_BTOR,driving_phils.4.prop1-func-interl.btor2,15.021744966,388.5234375,6,1410,3,3,1645,BTOR,CEGAR
CEGAR_PRED_BTOR,driving_phils.5.prop1-back-serstep.btor2,42.810847045,801.8671875,6,1214,3,3,1439,BTOR,CEGAR
CEGAR_PRED_BTOR,driving_phils.5.prop1-func-interl.btor2,19.399501473,272.40234375,6,1214,3,3,1439,BTOR,CEGAR
CEGAR_PRED_BTOR,elevator_planning.3.prop1-back-serstep.btor2,294.638938996,2336.79296875,6,475,3,3,590,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.1.prop1-back-serstep.btor2,70.822890994,2029.31640625,6,803,3,3,982,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.1.prop1-func-interl.btor2,102.40358204,2704.5703125,6,803,3,3,982,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.2.prop1-back-serstep.btor2,34.976884655,748.5859375,6,839,3,3,1026,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.2.prop1-func-interl.btor2,36.263227589,942.5234375,6,839,3,3,1026,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.3.prop1-back-serstep.btor2,120.138886769,2309.21484375,6,911,3,3,1114,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.3.prop1-func-interl.btor2,82.047832386,2259.91015625,6,911,3,3,1114,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.4.prop1-back-serstep.btor2,66.325077441,923.796875,6,983,3,3,1202,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.4.prop1-func-interl.btor2,42.493068166,1031.078125,6,983,3,3,1202,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.5.prop1-back-serstep.btor2,139.20723774,2133.00390625,6,1055,3,3,1290,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.5.prop1-func-interl.btor2,147.842396173,2341.78515625,6,1055,3,3,1290,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.6.prop1-back-serstep.btor2,148.826864374,2451.75,6,1055,3,3,1290,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.6.prop1-func-interl.btor2,94.93217292,2351.6796875,6,1055,3,3,1290,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.7.prop1-back-serstep.btor2,124.112686086,2484.73046875,6,1127,3,3,1378,BTOR,CEGAR
CEGAR_PRED_BTOR,iprotocol.7.prop1-func-interl.btor2,154.437154817,2308.59765625,6,1127,3,3,1378,BTOR,CEGAR
CEGAR_PRED_BTOR,lamport.3.prop1-back-serstep.btor2,373.112219863,10862.85546875,6,720,3,3,888,BTOR,CEGAR
CEGAR_PRED_BTOR,lamport_nonatomic.3.prop1-back-serstep.btor2,505.945618184,2833.515625,6,1875,3,3,2200,BTOR,CEGAR
CEGAR_PRED_BTOR,leader_filters.2.prop1-back-serstep.btor2,52.049060706,622.5625,6,831,3,3,1027,BTOR,CEGAR
CEGAR_PRED_BTOR,leader_filters.6.prop1-back-serstep.btor2,102.334148085,1383.87109375,6,1401,3,3,1697,BTOR,CEGAR
CEGAR_PRED_BTOR,msmie.2.prop1-back-serstep.btor2,219.206195577,3475.6328125,6,2591,3,3,3076,BTOR,CEGAR
CEGAR_PRED_BTOR,needham.1.prop1-back-serstep.btor2,204.00609727,3541.39453125,6,804,3,3,970,BTOR,CEGAR
CEGAR_PRED_BTOR,needham.1.prop1-func-interl.btor2,310.902998306,3672.31640625,6,804,3,3,970,BTOR,CEGAR
CEGAR_PRED_BTOR,needham.1.prop2-back-serstep.btor2,203.168579499,2406.87109375,6,804,3,3,970,BTOR,CEGAR
CEGAR_PRED_BTOR,needham.1.prop2-func-interl.btor2,246.939737885,3253.21484375,6,804,3,3,970,BTOR,CEGAR
CEGAR_PRED_BTOR,needham.1.prop3-back-serstep.btor2,124.033626593,2460.1953125,6,804,3,3,970,BTOR,CEGAR
CEGAR_PRED_BTOR,needham.1.prop3-func-interl.btor2,226.872093177,3044.5625,6,804,3,3,970,BTOR,CEGAR
CEGAR_PRED_BTOR,needham.1.prop4-back-serstep.btor2,424.48617659,3717.40625,6,804,3,3,970,BTOR,CEGAR
CEGAR_PRED_BTOR,needham.1.prop4-func-interl.btor2,348.558121532,3736.6953125,6,804,3,3,970,BTOR,CEGAR
CEGAR_PRED_BTOR,needham.2.prop1-back-serstep.btor2,653.663535061,6275.8984375,6,1382,3,3,1650,BTOR,CEGAR
CEGAR_PRED_BTOR,needham.2.prop4-back-serstep.btor2,879.771947705,6565.72265625,6,1382,3,3,1650,BTOR,CEGAR
CEGAR_PRED_BTOR,peterson.2.prop1-back-serstep.btor2,240.719716709,7210.69140625,6,481,3,3,599,BTOR,CEGAR
CEGAR_PRED_BTOR,peterson.3.prop1-back-serstep.btor2,36.130334359,539.3046875,6,481,3,3,599,BTOR,CEGAR
CEGAR_PRED_BTOR,peterson.6.prop1-back-serstep.btor2,104.931847244,793.52734375,6,664,3,3,820,BTOR,CEGAR
CEGAR_PRED_BTOR,production_cell.1.prop1-back-serstep.btor2,19.606181,316.34765625,6,724,3,3,901,BTOR,CEGAR
CEGAR_PRED_BTOR,production_cell.1.prop1-func-interl.btor2,7.939828816,218.203125,6,724,3,3,901,BTOR,CEGAR
CEGAR_PRED_BTOR,production_cell.3.prop1-back-serstep.btor2,14.468919374,444.41015625,6,1039,3,3,1276,BTOR,CEGAR
CEGAR_PRED_BTOR,production_cell.3.prop1-func-interl.btor2,15.785118794,299.62890625,6,1039,3,3,1276,BTOR,CEGAR
CEGAR_PRED_BTOR,production_cell.5.prop1-back-serstep.btor2,25.941312979,677.375,6,1249,3,3,1526,BTOR,CEGAR
CEGAR_PRED_BTOR,production_cell.5.prop1-func-interl.btor2,16.580218535,374.71484375,6,1249,3,3,1526,BTOR,CEGAR
CEGAR_PRED_BTOR,production_cell.6.prop1-back-serstep.btor2,20.22828849,754.171875,6,1459,3,3,1776,BTOR,CEGAR
CEGAR_PRED_BTOR,production_cell.6.prop1-func-interl.btor2,10.829785733,458.9140625,6,1459,3,3,1776,BTOR,CEGAR
CEGAR_PRED_BTOR,protocols.1.prop1-back-serstep.btor2,16.473254782,349.609375,6,324,3,3,420,BTOR,CEGAR
CEGAR_PRED_BTOR,protocols.1.prop1-func-interl.btor2,12.36857822,368.20703125,6,324,3,3,420,BTOR,CEGAR
CEGAR_PRED_BTOR,protocols.2.prop1-back-serstep.btor2,17.506307738,352.00390625,6,367,3,3,474,BTOR,CEGAR
CEGAR_PRED_BTOR,protocols.2.prop1-func-interl.btor2,30.065597064,435.8515625,6,367,3,3,474,BTOR,CEGAR
CEGAR_PRED_BTOR,protocols.3.prop1-back-serstep.btor2,31.152009255,717.29296875,6,459,3,3,581,BTOR,CEGAR
CEGAR_PRED_BTOR,protocols.3.prop1-func-interl.btor2,39.797836336,771.26953125,6,459,3,3,581,BTOR,CEGAR
CEGAR_PRED_BTOR,protocols.4.prop1-back-serstep.btor2,21.889370308,688.94921875,6,459,3,3,581,BTOR,CEGAR
CEGAR_PRED_BTOR,protocols.4.prop1-func-interl.btor2,31.056907302,789.76953125,6,459,3,3,581,BTOR,CEGAR
CEGAR_PRED_BTOR,protocols.5.prop1-back-serstep.btor2,36.271042861,698.2578125,6,459,3,3,581,BTOR,CEGAR
CEGAR_PRED_BTOR,protocols.5.prop1-func-interl.btor2,48.248015918,842.65234375,6,459,3,3,581,BTOR,CEGAR
